Designator,Mid X,Mid Y,Rotation,Layer
C1,9.59,11.15,270.0,top
C2,9.59,6.15,270.0,top
J1,4.37,10.85,0.0,bottom
R1,15.686,13.0125,270.0,top
R2,12.638,12.1,0.0,top
R3,15.686,6.1875,90.0,top
R4,12.638,7.1,0.0,top
R5,10.606,16.02,270.0,top
S1,25.792,9.6,270.0,top
